课程,学分,任课教师,职称,上课班级,上课班级名称,人数/班级,上课群组名称,行政班级,周次,节次,上课地点,承担单位
交通装备创新设计与市场化,2,章易程,副教授,000424,,0/6,,"交设1604,交设1606,交设1605,交设1601,交设1602,交设1603",8,50708,世Ａ502,交通设备系
交通装备创新设计与市场化,2,章易程,副教授,000424,,0/6,,"交设1604,交设1606,交设1605,交设1601,交设1602,交设1603",8,40708,世Ａ502,交通设备系
交通装备创新设计与市场化,2,章易程,副教授,000424,,0/6,,"交设1604,交设1606,交设1605,交设1601,交设1602,交设1603",1-7,50910,世Ａ502,交通设备系
交通装备创新设计与市场化,2,章易程,副教授,000424,,0/6,,"交设1604,交设1606,交设1605,交设1601,交设1602,交设1603",1-7,20910,世Ａ502,交通设备系
机车车辆工程,3,谢素超,副教授,000426,,51/2,,"交设1603,交设1604","2-9,12-15",20304,世Ａ104,交通设备系
机车车辆工程,3,谢素超,副教授,000426,,51/2,,"交设1603,交设1604","2-9,12-15",40506,世Ａ104,交通设备系
机车车辆工程,3,李占株,高级工程师,000427,,50/2,,"交设1601,交设1602","2-9,12-15",20304,世Ａ102,交通设备系
机车车辆工程,3,李占株,高级工程师,000427,,50/2,,"交设1601,交设1602","2-9,12-15",40506,世Ａ102,交通设备系
机车车辆工程,3,张书增,特聘副教授,000431,,55/2,,"交设1606,交设1605","2-9,12-15",20304,世Ａ305,交通设备系
机车车辆工程,3,张书增,特聘副教授,000431,,55/2,,"交设1606,交设1605","2-9,12-15",40506,世Ａ305,交通设备系
单片机原理及应用,3,傅勤毅,教授,000432,,0/2,,"交设1604,交设1603","1-9,12-14",30910,世Ａ205,交通设备系
单片机原理及应用,3,傅勤毅,教授,000432,,0/2,,"交设1604,交设1603","1-9,12-14",10910,世Ａ205,交通设备系
单片机原理及应用,3,傅勤毅,教授,000433,,0/2,,"交设1602,交设1601","1-9,12-14",20506,世Ａ205,交通设备系
单片机原理及应用,3,傅勤毅,教授,000433,,0/2,,"交设1602,交设1601","1-9,12-14",10102,世Ａ205,交通设备系
单片机原理及应用,3,傅勤毅,教授,000437,,0/2,,"交设1606,交设1605","1-9,12-14",20102,世Ａ205,交通设备系
单片机原理及应用,3,傅勤毅,教授,000437,,0/2,,"交设1606,交设1605","1-9,12-14",50506,世Ａ205,交通设备系
电机及电力拖动,3,李蔚,研究员,000439,,0/3,,"交设1604,交设1606,交设1605",12-19,40708,世Ａ305,交通设备系
电机及电力拖动,3,李蔚,研究员,000439,,0/3,,"交设1604,交设1606,交设1605",12-19,50708,世Ａ305,交通设备系
电机及电力拖动,3,李蔚,研究员,000439,,0/3,,"交设1604,交设1606,交设1605",12-19,10506,世Ａ305,交通设备系
PLC原理与应用,1.5,韩锟,副教授,000445,,0/3,,"交设1602,交设1601,交设1603",14-19,50304,世Ａ102,交通设备系
PLC原理与应用,1.5,韩锟,副教授,000445,,0/3,,"交设1602,交设1601,交设1603",14-19,30102,世Ａ102,交通设备系
PLC原理与应用,1.5,韩锟,副教授,000447,,0/3,,"交设1604,交设1606,交设1605",14-19,10304,世Ａ102,交通设备系
PLC原理与应用,1.5,韩锟,副教授,000447,,0/3,,"交设1604,交设1606,交设1605",14-19,30304,世Ａ102,交通设备系
测试技术与信号处理,2.5,"肖友刚,傅勤毅","教授,教授",000450,,51/2,,"交设1603,交设1604","8-9,12-19",50910,世Ａ205,交通设备系
测试技术与信号处理,2.5,"肖友刚,傅勤毅","教授,教授",000450,,51/2,,"交设1603,交设1604","8-9,12-19",20910,世Ａ205,交通设备系
测试技术与信号处理,2.5,肖友刚,教授,000451,,50/2,,"交设1602,交设1601","8-9,12-19",30910,世Ａ104,交通设备系
测试技术与信号处理,2.5,肖友刚,教授,000451,,50/2,,"交设1602,交设1601","8-9,12-19",10910,世Ａ104,交通设备系
测试技术与信号处理,2.5,周海浪,副教授,000455,,55/2,,"交设1606,交设1605","8-9,12-19",10910,世Ａ102,交通设备系
测试技术与信号处理,2.5,周海浪,副教授,000455,,55/2,,"交设1606,交设1605","8-9,12-19",30910,世Ａ102,交通设备系
电力电子技术基础,2.5,刘辉,教授,000463,,0/3,,"交设1601,交设1603,交设1602",18-19,10102,世Ａ102,交通设备系
电力电子技术基础,2.5,刘辉,教授,000463,,0/3,,"交设1601,交设1603,交设1602","9,12-19",50708,世Ａ102,交通设备系
电力电子技术基础,2.5,刘辉,教授,000463,,0/3,,"交设1601,交设1603,交设1602","9,12-19",40708,世Ａ102,交通设备系
CAD/CAM技术,2.5,"罗意平,周咏翎","教授,副教授",000469,,0/3,,"交设1601,交设1603,交设1602","1-9,12",10304,世Ａ502,交通设备系
CAD/CAM技术,2.5,"罗意平,周咏翎","教授,副教授",000469,,0/3,,"交设1601,交设1603,交设1602","1-9,12",30102,世Ａ502,交通设备系
CAD/CAM技术,2.5,"周咏翎,罗意平","副教授,教授",000471,,0/3,,"交设1604,交设1605,交设1606","1-9,12",10102,世Ａ502,交通设备系
CAD/CAM技术,2.5,"周咏翎,罗意平","副教授,教授",000471,,0/3,,"交设1604,交设1605,交设1606","1-9,12",30304,世Ａ502,交通设备系
流体传动与控制,2.5,周春华,副教授,000474,,0/2,,"交设1604,交设1603","1-9,12",20102,世Ａ305,交通设备系
流体传动与控制,2.5,周春华,副教授,000474,,0/2,,"交设1604,交设1603","1-9,12",40910,世Ａ305,交通设备系
流体传动与控制,2.5,黄长礼,副教授,000475,,0/2,,"交设1601,交设1602","1-9,12",40304,世Ａ102,交通设备系
流体传动与控制,2.5,黄长礼,副教授,000475,,0/2,,"交设1601,交设1602","1-9,12",20102,世Ａ102,交通设备系
流体传动与控制,2.5,周春华,副教授,000479,,0/2,,"交设1605,交设1606","1-9,12",20708,世Ａ305,交通设备系
流体传动与控制,2.5,周春华,副教授,000479,,0/2,,"交设1605,交设1606","1-9,12",40102,世Ａ305,交通设备系
内燃机原理与结构,2.5,朱益红,副教授,000481,,0/3,,"交设1602,交设1601,交设1603","1-9,12",30304,世Ａ102,交通设备系
内燃机原理与结构,2.5,朱益红,副教授,000481,,0/3,,"交设1602,交设1601,交设1603","1-9,12",50304,世Ａ102,交通设备系
内燃机原理与结构,2.5,章易程,副教授,000483,,0/3,,"交设1604,交设1606,交设1605","1-9,12",30102,世Ａ305,交通设备系
内燃机原理与结构,2.5,章易程,副教授,000483,,0/3,,"交设1604,交设1606,交设1605","1-9,12",50304,世Ａ305,交通设备系
形势与政策,1,凌春雨,讲师（高校）,000487,,121/4,,"物流1701,铁道1701,铁道1703,铁道1702","7,13",30506,B座218,形势与政策教研中心
物流管理信息系统,2,王美云,副教授,000489,,26/1,,物流1701,9-16,30304,A座217,物流系
物流管理信息系统,2,王美云,副教授,000489,,26/1,,物流1701,9-16,10304,A座217,物流系
实用英语写作,2,李曼青,讲师（高校）,000490,,0/1,,物流1701,1-16,20102,外语网络楼446,大学外语部
商务英语,2,谢斌,讲师（高校）,000491,,0/1,,物流1701,1-16,30102,外语网络楼225,大学外语部
物流设备与技术,2,杨振祥,高级工程师,000494,,0/1,,物流1701,9-16,10506,A座217,物流系
物流设备与技术,2,杨振祥,高级工程师,000494,,0/1,,物流1701,9-16,40102,A座217,物流系
马克思主义基本原理概论,3,黄炎平,教授,000496,,81/3,,"物流1701,物联网1701,物联网1702",1-16,10102,B座114,马克思基本原理教研室
交通运输创新创业实践与案例,1.5,毛成辉,副教授,000498,,0/1,,物流1701,1-6,50708,A座217,交通运输系
交通运输创新创业实践与案例,1.5,毛成辉,副教授,000498,,0/1,,物流1701,1-6,30304,A座217,交通运输系
机械工程材料,2,李松柏,副教授,000504,,0/1,,交通国际1701,1-8,10506,A座202,机械制造系
机械工程材料,2,李松柏,副教授,000504,,0/1,,交通国际1701,1-8,40102,A座202,机械制造系
数字电子技术B,3,罗瑞琼,副教授,000506,,64/3,,"交通国际1701,交设1702,交设1701",1-16,20708,C座209,电工电子教学实验中心
数字电子技术B,3,罗瑞琼,副教授,000506,,64/3,,"交通国际1701,交设1702,交设1701",1-16,50102,C座209,电工电子教学实验中心
控制工程基础,3,应立军,副教授,000508,,5/1,,交通国际1701,1-12,40506,A座202,交通设备系
控制工程基础,3,应立军,副教授,000508,,5/1,,交通国际1701,1-12,20102,A座202,交通设备系
MATLAB语言与工程应用,3,黄长礼,副教授,000509,,0/1,,交通国际1701,1-12,30102,A座202,交通设备系
MATLAB语言与工程应用,3,黄长礼,副教授,000509,,0/1,,交通国际1701,1-12,10304,A座202,交通设备系
机械设计基础A,4,李国顺,副教授,000510,,35/2,,"能动1705,交通国际1701",1-16,30304,A座214,机械设计系
机械设计基础A,4,李国顺,副教授,000510,,35/2,,"能动1705,交通国际1701",1-16,10102,A座214,机械设计系
工程流体力学,2.5,杨明智,教授,000511,,5/1,,交通国际1701,1-10,10910,A座202,交通设备系
工程流体力学,2.5,杨明智,教授,000511,,5/1,,交通国际1701,1-10,40304,A座202,交通设备系
CAD/CAM技术,2.5,周咏翎,副教授,000512,,0/1,,交通国际1701,1-10,20506,A座202,交通设备系
CAD/CAM技术,2.5,周咏翎,副教授,000512,,0/1,,交通国际1701,1-10,40708,A座202,交通设备系
形势与政策,1,凌春雨,讲师（高校）,000525,,176/6,,"交运1703,交运1704,交运1701,交运1702,交运1705,交运1706","7,13",30708,B座218,形势与政策教研中心
创新创业导论,2,谢明,讲师（高校）,000531,,88/3,,"交运1702,交运1703,交运1701",1-16,20304,C座109,创新创业教研室
创新创业导论,2,谢明,讲师（高校）,000533,,88/3,,"交运1704,交运1705,交运1706",1-16,20102,B座311,创新创业教研室
铁路运输设备,2,姚加林,副教授,000537,,59/2,,"交运1701,交运1702","1-4,7-10",20506,A座108,交通运输系
铁路运输设备,2,姚加林,副教授,000537,,59/2,,"交运1701,交运1702","1-4,7-10",40506,A座108,交通运输系
铁路运输设备,2,张云丽,副教授,000538,,59/2,,"交运1706,交运1705","1-4,7-10",50304,A座108,交通运输系
铁路运输设备,2,张云丽,副教授,000538,,59/2,,"交运1706,交运1705","1-4,7-10",20708,A座210,交通运输系
铁路运输设备,2,叶峻青,副教授,000540,,58/2,,"交运1704,交运1703","1-4,7-10",10304,B座214,交通运输系
铁路运输设备,2,叶峻青,副教授,000540,,58/2,,"交运1704,交运1703","1-4,7-10",30304,A座220,交通运输系
西方经济学,2,谢楚农,副教授,000543,,0/4,,"交运1702,交运1704,交运1703,交运1701",1-8,40708,A座201,物流系
西方经济学,2,谢楚农,副教授,000543,,0/4,,"交运1702,交运1704,交运1703,交运1701",1-8,20708,A座201,物流系
西方经济学,2,谢楚农,副教授,000544,,0/3,,"物流1701,交运1705,交运1706",1-8,20910,A座104,物流系
西方经济学,2,谢楚农,副教授,000544,,0/3,,"物流1701,交运1705,交运1706",1-8,40102,C座408,物流系
工程测量B,2,韩征,特聘副教授,000549,,0/3,,"交运1701,交运1703,交运1702",1-8,40304,C座303,道路工程系
工程测量B,2,韩征,特聘副教授,000549,,0/3,,"交运1701,交运1703,交运1702",1-8,10708,A座110,道路工程系
工程测量B,2,刘维正,副教授,000551,,0/3,,"交运1705,交运1706,交运1704",1-8,40304,C座311,道路工程系
工程测量B,2,刘维正,副教授,000551,,0/3,,"交运1705,交运1706,交运1704",1-8,20506,A座104,道路工程系
数据库原理及应用,3,陈群,教授,000555,,88/3,,"交运1701,交运1702,交运1703",1-12,30910,A座101,交通运输系
数据库原理及应用,3,陈群,教授,000555,,88/3,,"交运1701,交运1702,交运1703",1-12,10506,A座122,交通运输系
数据库原理及应用,3,王璞,教授,000557,,88/3,,"交运1706,交运1704,交运1705",1-12,10708,C座103,交通运输系
数据库原理及应用,3,王璞,教授,000557,,88/3,,"交运1706,交运1704,交运1705",1-12,40506,C座205,交通运输系
马克思主义基本原理概论,3,王浩斌,教授,000561,,61/2,,"材化1702,材化1701",1-16,50102,C座104,马克思基本原理教研室
马克思主义基本原理概论,3,胡栋材,讲师（高校）,000562,,59/2,,"交运1706,交运1705",1-16,20304,A座310,马克思基本原理教研室
马克思主义基本原理概论,3,胡栋材,讲师（高校）,000564,,58/2,,"交运1704,交运1703",1-16,40102,A座310,马克思基本原理教研室
MATLAB语言与工程应用,3,彭勇,教授,000567,,0/2,,"交运1702,交运1701",1-12,10910,A座318,交通设备系
MATLAB语言与工程应用,3,彭勇,教授,000567,,0/2,,"交运1702,交运1701",1-12,50102,C座407,交通设备系
MATLAB语言与工程应用,3,姚曙光,教授,000568,,0/2,,"交运1705,交运1706",1-12,10910,C座303,交通设备系
MATLAB语言与工程应用,3,姚曙光,教授,000568,,0/2,,"交运1705,交运1706",1-12,40708,C座311,交通设备系
MATLAB语言与工程应用,3,姚松,教授,000570,,0/2,,"交运1704,交运1703",1-12,50304,C座304,交通设备系
MATLAB语言与工程应用,3,姚松,教授,000570,,0/2,,"交运1704,交运1703",1-12,10910,C座304,交通设备系
科学计算与数学建模,4,刘新儒,副教授,000573,,0/6,,"交运1703,交运1706,交运1701,交运1705,交运1704,交运1702",1-16,30102,B座113,信息与计算科学系
科学计算与数学建模,4,刘新儒,副教授,000573,,0/6,,"交运1703,交运1706,交运1701,交运1705,交运1704,交运1702",1-16,50708,B座114,信息与计算科学系
交通工程基础,1.5,唐进君,特聘副教授,000579,,0/3,,"交运1702,交运1701,交运1703",1-12,20102,A座119,交通运输系
交通工程基础,1.5,郑亮,副教授,000581,,0/3,,"交运1704,交运1705,交运1706",1-12,50506,A座119,交通运输系
管理学,2.5,"方晓平,毛成辉","教授,副教授",000585,,88/3,,"交运1703,交运1701,交运1702",1-10,20910,B座214,物流系
管理学,2.5,"方晓平,毛成辉","教授,副教授",000585,,88/3,,"交运1703,交运1701,交运1702",1-10,50506,B座214,物流系
管理学,2.5,"毛成辉,方晓平","副教授,教授",000587,,114/4,,"交运1705,物流1701,交运1706,交运1704",1-10,30910,A座201,物流系
管理学,2.5,"毛成辉,方晓平","副教授,教授",000587,,114/4,,"交运1705,物流1701,交运1706,交运1704",1-10,50102,A座201,物流系
形势与政策,1,凌春雨,讲师（高校）,000612,,176/6,,"交设1702,交设1703,交设1706,交设1704,交设1701,交设1705","7,13",20506,B座113,形势与政策教研中心
网络技术与应用,2,蔡旭晖,副教授,000618,,0/6,,"交设1701,交设1704,交设1705,交设1702,交设1706,交设1703",1-16,50708,B座110,计算机基础教学中心
计算机图形学,2,许平,教授,000623,,0/3,,"交设1706,交设1705,交设1704",1-8,40506,A座119,交通设备系
计算机图形学,2,许平,教授,000623,,0/3,,"交设1706,交设1705,交设1704",1-8,20304,A座119,交通设备系
计算机图形学,2,周咏翎,副教授,000624,,0/3,,"交设1701,交设1703,交设1702",1-8,20304,A座122,交通设备系
计算机图形学,2,周咏翎,副教授,000624,,0/3,,"交设1701,交设1703,交设1702",1-8,40506,A座122,交通设备系
模拟电子技术B,3,罗群,讲师（高校）,000628,,60/3,,"航天1701,交设1705,交设1706",1-16,30910,A座310,电工电子教学实验中心
模拟电子技术B,3,罗群,讲师（高校）,000628,,60/3,,"航天1701,交设1705,交设1706",1-16,10910,A座310,电工电子教学实验中心
模拟电子技术B,3,王磊,讲师（高校）,000630,,64/3,,"交通国际1701,交设1702,交设1701",1-16,10708,B座113,电工电子教学实验中心
模拟电子技术B,3,王磊,讲师（高校）,000630,,64/3,,"交通国际1701,交设1702,交设1701",1-16,30910,B座113,电工电子教学实验中心
模拟电子技术B,3,刘献如,讲师（高校）,000632,,57/2,,"交设1703,交设1704",1-16,30304,B座312,电工电子教学实验中心
模拟电子技术B,3,刘献如,讲师（高校）,000632,,57/2,,"交设1703,交设1704",1-16,10708,C座402,电工电子教学实验中心
数字电子技术B,3,陈丽萍,讲师（高校）,000634,,60/3,,"交设1706,航天1701,交设1705",1-16,30910,B座311,电工电子教学实验中心
数字电子技术B,3,陈丽萍,讲师（高校）,000634,,60/3,,"交设1706,航天1701,交设1705",1-16,10506,B座110,电工电子教学实验中心
数字电子技术B,3,胡燕瑜,副教授,000638,,57/2,,"交设1704,交设1703",1-16,10910,A座317,电工电子教学实验中心
